id,title,intro,poster,pubdate,url,rating,genres,star,comment,tags,star_time,card
3409041454,剧场版魔法少女小圆 前篇 起始的故事,,https://img9.doubanio.com/view/photo/m_ratio_poster/public/p1634119717.jpg,2012-10-06(日本),https://movie.douban.com/subject/10174444/,8.9,"动画,悬疑,奇幻",4,,,2022-07-03 15:08:18,
3406314401,派对浪客诸葛孔明,,https://img9.doubanio.com/view/photo/m_ratio_poster/public/p2870822886.jpg,2022-04-05(日本),https://movie.douban.com/subject/35633903/,8.5,动画,4,,,2022-06-30 23:19:35,
3403426068,新世纪福音战士,,https://img9.doubanio.com/view/photo/m_ratio_poster/public/p2026157878.jpg,1995-10-04(日本),https://movie.douban.com/subject/1457573/,9.4,"剧情,科幻,动画",4.5,,,2022-06-27 23:52:38,
3398452145,死亡诗社,,https://img9.doubanio.com/view/photo/m_ratio_poster/public/p2575465690.jpg,1989-06-02(多伦多首映),https://movie.douban.com/subject/1291548/,9.1,剧情,4.5,,,2022-06-23 11:41:26,
3398452005,成为简·奥斯汀,,https://img9.doubanio.com/view/photo/m_ratio_poster/public/p1284506783.jpg,2007-03-09(英国),https://movie.douban.com/subject/1920805/,8.3,"传记,剧情,爱情",4,,,2022-06-23 11:41:13,
3398451802,名侦探柯南：贝克街的亡灵,,https://img9.doubanio.com/view/photo/m_ratio_poster/public/p453731188.jpg,2002-04-20(日本),https://movie.douban.com/subject/2286642/,9,"动画,冒险,悬疑",4.5,,,2022-06-23 11:40:57,
3398451630,生活大爆炸  第一季,,https://img9.doubanio.com/view/photo/m_ratio_poster/public/p2553281898.jpg,2007-09-24(美国),https://movie.douban.com/subject/2156528/,9.5,喜剧,5,,,2022-06-23 11:40:42,
3398449646,调音师,,https://img9.doubanio.com/view/photo/m_ratio_poster/public/p2551995207.jpg,2019-04-03(中国大陆),https://movie.douban.com/subject/30334073/,8.2,"喜剧,犯罪,悬疑",4,,,2022-06-23 11:37:58,
3398447660,佐贺偶像是传奇 卷土重来,,https://img9.doubanio.com/view/photo/m_ratio_poster/public/p2629507137.jpg,2021-04-08(日本),https://movie.douban.com/subject/34777842/,9.2,动画,4.5,,,2022-06-23 11:35:35,
3398447594,佐贺偶像是传奇,,https://img9.doubanio.com/view/photo/m_ratio_poster/public/p2537106539.jpg,2018-10-04(日本),https://movie.douban.com/subject/30267274/,8.9,"动画,恐怖",4.5,,,2022-06-23 11:35:29,
3398447371,失控玩家,,https://img9.doubanio.com/view/photo/m_ratio_poster/public/p2677520025.jpg,2021-08-27(中国大陆),https://movie.douban.com/subject/30337388/,7.5,"喜剧,动作,科幻",4,,,2022-06-23 11:35:12,
3398447215,言叶之庭,,https://img9.doubanio.com/view/photo/m_ratio_poster/public/p1958733032.jpg,2013-05-31(日本),https://movie.douban.com/subject/20470074/,8.3,"爱情,动画",4,,,2022-06-23 11:34:59,
3398447027,了不起的盖茨比,,https://img9.doubanio.com/view/photo/m_ratio_poster/public/p2091221628.jpg,2013-08-30(中国大陆),https://movie.douban.com/subject/3364223/,7.9,"剧情,爱情",4,,,2022-06-23 11:34:44,
3398446856,夏日大作战,,https://img9.doubanio.com/view/photo/m_ratio_poster/public/p1031772057.jpg,2009-08-01(日本),https://movie.douban.com/subject/3908423/,8.5,"喜剧,科幻,动画",4.5,,,2022-06-23 11:34:30,
3397460213,无事生非 (2011年伦敦Wyndham剧院版),,https://img9.doubanio.com/view/photo/m_ratio_poster/public/p2328040727.jpg,,https://movie.douban.com/subject/26763132/,9.4,"喜剧,爱情",4.5,,,2022-06-22 12:28:14,
3397460023,龙猫,,https://img9.doubanio.com/view/photo/m_ratio_poster/public/p2540924496.jpg,2018-12-14(中国大陆),https://movie.douban.com/subject/1291560/,9.2,"动画,奇幻,冒险",4.5,,,2022-06-22 12:28:00,
3397456215,琉璃之舞,,https://img9.doubanio.com/view/photo/m_ratio_poster/public/p2870722738.jpg,2022-04-08(西班牙),https://movie.douban.com/subject/35798217/,6.1,"剧情,惊悚",3,,,2022-06-22 12:23:31,
3397456049,婚姻故事,,https://img9.doubanio.com/view/photo/m_ratio_poster/public/p2571760178.jpg,2020-05-20(中国大陆网络),https://movie.douban.com/subject/27202818/,8.6,"剧情,爱情",4.5,,,2022-06-22 12:23:20,
3397451137,青蛇,,https://img9.doubanio.com/view/photo/m_ratio_poster/public/p2570901292.jpg,1993-11-04(中国香港),https://movie.douban.com/subject/1303394/,8.6,"剧情,爱情,奇幻",4.5,,,2022-06-22 12:17:26,
3397450909,朗读者,,https://img9.doubanio.com/view/photo/m_ratio_poster/public/p1140984198.jpg,2008-12-10(纽约首映),https://movie.douban.com/subject/2213597/,8.6,"剧情,爱情",4.5,,,2022-06-22 12:17:08,
